catalog,schema,table,column_name,data_type,comment
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,updated_date,timestamp,null
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,created_by,string,null
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,updated_by,string,null
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,Catalog,fc_entdata_gold,
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,Database,cdm_bi,
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,Table,fact_gl_monthly_balances,
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,Created Time,Thu Jan 15 17:27:28 UTC 2026,
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,Last Access,UNKNOWN,
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,Created By,Spark ,
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,Type,FOREIGN,
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,Provider,databricks,
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,Owner,omry7478@retailer.com,
fc_entdata_gold,cdm_bi,fact_gl_monthly_balances,Table Properties,[],
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,rwmerchsales_key,bigint,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,store_number,int,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,date_key,int,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,salesamount,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,loadtime,string,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,data_src_key,int,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,created_date,timestamp,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,updated_date,timestamp,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,created_by,string,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,updated_by,string,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,Catalog,fc_entdata_gold,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,Database,cdm_bi,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,Table,fact_pdi_rwmerch_sales,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,Created Time,Thu Jan 15 17:27:28 UTC 2026,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,Last Access,UNKNOWN,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,Created By,Spark ,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,Type,FOREIGN,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,Provider,databricks,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,Owner,omry7478@retailer.com,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales,Table Properties,[],
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,rwmerchsalesdetail_key,bigint,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,store_number,int,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,date_key,int,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,rwdataid_key,bigint,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,sale_samount,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,loadtime,string,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,data_src_key,int,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,created_date,timestamp,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,updated_date,timestamp,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,created_by,string,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,updated_by,string,null
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,Catalog,fc_entdata_gold,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,Database,cdm_bi,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,Table,fact_pdi_rwmerch_sales_details,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,Created Time,Thu Jan 15 17:27:28 UTC 2026,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,Last Access,UNKNOWN,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,Created By,Spark ,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,Type,FOREIGN,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,Provider,databricks,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,Owner,omry7478@retailer.com,
fc_entdata_gold,cdm_bi,fact_pdi_rwmerch_sales_details,Table Properties,[],
fc_entdata_gold,cdm_bi,fact_promotion,promotion_key,bigint,null
fc_entdata_gold,cdm_bi,fact_promotion,store_key,int,null
fc_entdata_gold,cdm_bi,fact_promotion,store_num,int,null
fc_entdata_gold,cdm_bi,fact_promotion,discount_promo_code,string,null
fc_entdata_gold,cdm_bi,fact_promotion,promoitem_key,bigint,null
fc_entdata_gold,cdm_bi,fact_promotion,item_key,bigint,null
fc_entdata_gold,cdm_bi,fact_promotion,item_number,int,null
fc_entdata_gold,cdm_bi,fact_promotion,business_date_key,int,null
fc_entdata_gold,cdm_bi,fact_promotion,sales_amt,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_promotion,qty_sold,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_promotion,data_src_key,int,null
fc_entdata_gold,cdm_bi,fact_promotion,loadtime,timestamp,null
fc_entdata_gold,cdm_bi,fact_promotion,created_date,timestamp,null
fc_entdata_gold,cdm_bi,fact_promotion,updated_date,timestamp,null
fc_entdata_gold,cdm_bi,fact_promotion,created_by,string,null
fc_entdata_gold,cdm_bi,fact_promotion,updated_by,string,null
fc_entdata_gold,cdm_bi,fact_promotion,Catalog,fc_entdata_gold,
fc_entdata_gold,cdm_bi,fact_promotion,Database,cdm_bi,
fc_entdata_gold,cdm_bi,fact_promotion,Table,fact_promotion,
fc_entdata_gold,cdm_bi,fact_promotion,Created Time,Thu Jan 15 17:27:28 UTC 2026,
fc_entdata_gold,cdm_bi,fact_promotion,Last Access,UNKNOWN,
fc_entdata_gold,cdm_bi,fact_promotion,Created By,Spark ,
fc_entdata_gold,cdm_bi,fact_promotion,Type,FOREIGN,
fc_entdata_gold,cdm_bi,fact_promotion,Provider,databricks,
fc_entdata_gold,cdm_bi,fact_promotion,Owner,omry7478@retailer.com,
fc_entdata_gold,cdm_bi,fact_promotion,Table Properties,[],
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,store_number,int,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,transaction_id,bigint,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,business_date,date,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,transaction_date,date,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,date_key,int,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,register,int,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,cashier_id,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,offline_flag,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,suspended,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,shift,bigint,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,subtotal,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,outside_sale,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,total_gross,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,total_net,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,total_tax_sales,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,total_tax_net,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,item_status,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,item_type,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,txn_type,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,pump_number,int,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,fuel_grade_id,bigint,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,merchandise_code,bigint,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,modifier,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,barcode,bigint,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,barcode_type,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,description,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,entry_method,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,regular_price,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,actual_price,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,quantity,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,sales_amt,"decimal(25,4)",null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,selling_units,int,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,item_type_cd,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,sales_restriction,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,import_date,timestamp,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,original_prepay_tran,bigint,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,detail_line_num,int,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,target_line_num,int,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,current_tax_type,int,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,original_tax_type,float,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,personal_id,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,personal_id_type,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,redeemed_coupon_id,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,data_src_key,int,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,created_date,timestamp,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,updated_date,timestamp,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,created_by,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,updated_by,string,null
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,Catalog,fc_entdata_gold,
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,Database,cdm_bi,
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,Table,fact_rwradiant_refunds,
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,Created Time,Thu Jan 15 17:27:28 UTC 2026,
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,Last Access,UNKNOWN,
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,Created By,Spark ,
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,Type,FOREIGN,
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,Provider,databricks,
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,Owner,omry7478@retailer.com,
fc_entdata_gold,cdm_bi,fact_rwradiant_refunds,Table Properties,[],
fc_entdata_gold,cdm_bi,gl_monthly_balances,accounting_month,date,null
fc_entdata_gold,cdm_bi,gl_monthly_balances,ledger_account_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances,ending_balance,double,null
fc_entdata_gold,cdm_bi,gl_monthly_balances,beginning_balance,double,null
fc_entdata_gold,cdm_bi,gl_monthly_balances,activity,double,null
fc_entdata_gold,cdm_bi,gl_monthly_balances,loadtime,timestamp,null
fc_entdata_gold,cdm_bi,gl_monthly_balances,data_src_key,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances,created_date,timestamp,null
fc_entdata_gold,cdm_bi,gl_monthly_balances,updated_date,timestamp,null
fc_entdata_gold,cdm_bi,gl_monthly_balances,created_by,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances,updated_by,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances,Catalog,fc_entdata_gold,
fc_entdata_gold,cdm_bi,gl_monthly_balances,Database,cdm_bi,
fc_entdata_gold,cdm_bi,gl_monthly_balances,Table,gl_monthly_balances,
fc_entdata_gold,cdm_bi,gl_monthly_balances,Created Time,Tue May 20 19:15:01 UTC 2025,
fc_entdata_gold,cdm_bi,gl_monthly_balances,Last Access,UNKNOWN,
fc_entdata_gold,cdm_bi,gl_monthly_balances,Created By,Spark ,
fc_entdata_gold,cdm_bi,gl_monthly_balances,Type,FOREIGN,
fc_entdata_gold,cdm_bi,gl_monthly_balances,Provider,databricks,
fc_entdata_gold,cdm_bi,gl_monthly_balances,Owner,omry7478@retailer.com,
fc_entdata_gold,cdm_bi,gl_monthly_balances,Table Properties,[],
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,gl_monthly_balance_detail_key,bigint,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,month_datekey,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,company_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,company_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,ledger_account_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,ledger_account_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,spend_category_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,spend_category_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,revenue_category_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,revenue_category_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,costcenter_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,costcenter_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,wd_store_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,wd_store_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,division_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,division_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,metroplex_facilities_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,metroplex_facility_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,region_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,region_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,location_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,location_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,ed_equipment_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,ed_equipment_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,project_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,project_sk,int,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,program_key,string,null
fc_entdata_gold,cdm_bi,gl_monthly_balances_detail,program_sk,int,null
